"lon","lat","dong"
127.018701137,37.548425862,"금호2.3가동"
127.019162289,37.548217312,"금호4가동"
127.020096594,37.548402446,"금호2.3가동"
127.021240276,37.548438454,"금호2.3가동"
127.021240276,37.548438454,"금호2.3가동"
127.021385282,37.548431496,"금호2.3가동"
127.032380272,37.561452225,"행당제1동"
127.026144502,37.556369851,"행당제2동"
127.025486181,37.548346405,"금호2.3가동"
127.025486181,37.548346405,"금호2.3가동"
127.047931399,37.550432778,"성수1가제2동"
127.020148023,37.554288415,"금호2.3가동"
127.020202615,37.555805974,"금호1가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02511335,37.547507436,"금호4가동"
127.026026606,37.548427833,"금호1가동"
127.02624251,37.549286927,"금호1가동"
127.025828424,37.550867322,"금호1가동"
127.026046361,37.551056348,"금호1가동"
127.02502689,37.555174364,"금호1가동"
127.024478206,37.555512101,"금호1가동"
127.023621573,37.560823038,"왕십리제2동"
127.048193481,37.538339637,"성수1가제1동"
127.0553968,37.538568063,"성수2가제1동"
127.0553968,37.538568063,"성수2가제1동"
127.024111931,37.57053883,"왕십리도선동"
127.030980194,37.566540138,"왕십리도선동"
127.031939011,37.566712544,"왕십리도선동"
127.033187734,37.566559048,"왕십리도선동"
127.034689572,37.566428532,"마장동"
127.035073538,37.566341299,"마장동"
127.035609466,37.566018045,"왕십리도선동"
127.041401525,37.565663741,"마장동"
127.042760046,37.565705421,"마장동"
127.044708196,37.567573851,"마장동"
127.045412026,37.567459832,"마장동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040902615,37.559774351,"사근동"
127.040902615,37.559774351,"사근동"
127.040902615,37.559774351,"사근동"
127.040905982,37.560052598,"사근동"
127.040905982,37.560052598,"사근동"
127.040878216,37.560254857,"사근동"
127.041019485,37.560370872,"사근동"
127.041019485,37.560370872,"사근동"
127.041041955,37.560498655,"사근동"
127.041084292,37.560664558,"사근동"
127.041472399,37.560719017,"사근동"
127.041200111,37.560918612,"사근동"
127.041533372,37.562787695,"마장동"
NA,NA,"옥수동"
127.01560741,37.545456984,"금호4가동"
127.015660654,37.545899937,"금호4가동"
127.030361475,37.565000552,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.030399531,37.567438824,"왕십리도선동"
NA,NA,"사근동"
127.048099563,37.561951167,"사근동"
127.041596235,37.559917437,"사근동"
127.025528534,37.567884763,"왕십리도선동"
127.025528534,37.567884763,"왕십리도선동"
127.048666743,37.549153646,"성수1가제2동"
127.048797877,37.549229417,"성수1가제2동"
127.048658974,37.545167696,"성수1가제2동"
127.049513786,37.545965007,"성수1가제2동"
127.048693255,37.548365408,"성수1가제2동"
127.048263252,37.548921506,"성수1가제2동"
127.049077799,37.545072255,"성수1가제2동"
127.048762244,37.545870684,"성수1가제2동"
127.049053343,37.546166828,"성수1가제2동"
127.049053343,37.546166828,"성수1가제2동"
127.048398514,37.547531275,"성수1가제2동"
127.048398514,37.547531275,"성수1가제2동"
127.048101497,37.548676777,"성수1가제2동"
127.047890132,37.549286741,"성수1가제2동"
127.048004432,37.549745573,"성수1가제2동"
127.047934182,37.549970549,"성수1가제2동"
NA,NA,"성수1가제1동"
127.045124295,37.547693949,"성수1가제2동"
127.051645547,37.56292166,"용답동"
127.051919519,37.562232476,"용답동"
127.020096594,37.548402446,"금호2.3가동"
127.020243266,37.54840971,"금호2.3가동"
127.020998635,37.548173348,"금호4가동"
127.030294693,37.557933898,"행당제2동"
127.032102018,37.558272783,"행당제1동"
127.033297351,37.558498078,"행당제1동"
127.02752017,37.556226905,"행당제2동"
127.026144502,37.556369851,"행당제2동"
127.027037991,37.555847429,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.021677792,37.554856666,"금호1가동"
127.021677792,37.554856666,"금호1가동"
127.021677792,37.554856666,"금호1가동"
127.020990738,37.553206951,"금호2.3가동"
127.017080398,37.548508547,"금호2.3가동"
127.017080398,37.548508547,"금호2.3가동"
127.017080398,37.548508547,"금호2.3가동"
127.019121552,37.547665205,"금호4가동"
127.019121552,37.547665205,"금호4가동"
127.019658726,37.548777689,"금호2.3가동"
127.04010016,37.560077123,"사근동"
127.031124644,37.564195635,"왕십리도선동"
127.030987955,37.565843016,"왕십리도선동"
127.057126525,37.545146543,"성수2가제3동"
127.028323629,37.550203616,"금호1가동"
127.028323629,37.550203616,"금호1가동"
127.026272737,37.551609739,"금호1가동"
127.020163389,37.555480006,"금호1가동"
127.020202615,37.555805974,"금호1가동"
127.02553541,37.546706374,"금호4가동"
127.025462264,37.547771256,"금호4가동"
127.019593237,37.55368665,"금호2.3가동"
127.019597772,37.554584234,"금호2.3가동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.071107912,37.555340852,"송정동"
127.016422691,37.548860315,"금호2.3가동"
127.015528114,37.547621123,"금호4가동"
127.015528114,37.547621123,"금호4가동"
127.053166111,37.537598536,"성수2가제1동"
127.055748169,37.535979234,"성수2가제1동"
127.055724519,37.536172561,"성수2가제1동"
127.046638445,37.541228419,"성수1가제1동"
127.048440064,37.540701285,"성수1가제1동"
127.048256505,37.540352505,"성수1가제1동"
127.054021332,37.539247851,"성수2가제1동"
127.054162646,37.538912066,"성수2가제1동"
127.054162646,37.538912066,"성수2가제1동"
127.057810123,37.537959695,"성수2가제1동"
127.060312086,37.537839536,"성수2가제1동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.030364716,37.566997476,"왕십리도선동"
127.034689572,37.566428532,"마장동"
127.035029237,37.566073657,"왕십리도선동"
127.035029237,37.566073657,"왕십리도선동"
127.035527818,37.566292146,"마장동"
127.036893326,37.56582777,"행당제1동"
127.040179329,37.565288311,"마장동"
127.040838978,37.565440179,"마장동"
127.041401525,37.565663741,"마장동"
127.041401525,37.565663741,"마장동"
127.041260152,37.565357706,"마장동"
127.041646497,37.565679846,"마장동"
127.042740994,37.566263413,"마장동"
127.045171091,37.567913176,"마장동"
127.045574478,37.567485711,"마장동"
127.040593887,37.559214579,"사근동"
127.040372512,37.559552027,"사근동"
127.041200111,37.560918612,"사근동"
127.040158531,37.558597748,"사근동"
127.039974452,37.558650312,"사근동"
127.040714677,37.559894651,"사근동"
127.040539379,37.559934308,"사근동"
127.040373341,37.559930224,"사근동"
127.040718909,37.560881995,"사근동"
127.025434564,37.548476744,"금호2.3가동"
127.0201608,37.554060642,"금호2.3가동"
127.019817758,37.554216339,"금호2.3가동"
127.030299439,37.565085813,"왕십리도선동"
127.030727492,37.565458809,"왕십리도선동"
127.031487467,37.561730281,"왕십리제2동"
127.031935654,37.561904479,"왕십리제2동"
127.046731427,37.560437971,"사근동"
127.041596235,37.559917437,"사근동"
127.041596235,37.559917437,"사근동"
127.047082956,37.56096213,"사근동"
127.047389256,37.560809769,"사근동"
127.042013511,37.560137714,"사근동"
127.041820814,37.570979785,"마장동"
127.048997673,37.550408744,"성수1가제2동"
127.048743528,37.545058028,"성수1가제2동"
127.04848717,37.546172833,"성수1가제2동"
127.047438639,37.54650193,"성수1가제2동"
127.048913764,37.548517947,"성수1가제2동"
127.046708851,37.539263441,"성수1가제1동"
127.047809468,37.53891285,"성수1가제1동"
127.048682347,37.538440354,"성수1가제1동"
127.051811787,37.538060655,"성수2가제1동"
127.052084069,37.537837472,"성수2가제1동"
127.053401167,37.537665054,"성수2가제1동"
127.053630835,37.537803874,"성수2가제1동"
127.054623433,37.537596891,"성수2가제1동"
127.049929187,37.545843681,"성수1가제2동"
127.05404871,37.545477368,"성수2가제3동"
127.05404871,37.545477368,"성수2가제3동"
127.054686979,37.545251534,"성수2가제3동"
127.054455248,37.544616038,"성수2가제3동"
127.05142777,37.543739455,"성수2가제3동"
127.045141123,37.544471416,"성수1가제1동"
127.051645547,37.56292166,"용답동"
127.052000147,37.563179832,"용답동"
127.054563073,37.563910687,"용답동"
127.054052082,37.561824992,"용답동"
127.051623966,37.564847767,"용답동"
127.018764934,37.548431276,"금호2.3가동"
127.020156496,37.548086221,"금호4가동"
127.020300248,37.548399965,"금호2.3가동"
127.020923409,37.548411318,"금호2.3가동"
127.013116324,37.540994029,"옥수동"
127.042685083,37.55677151,"사근동"
127.0310315,37.558080015,"행당제1동"
127.033297351,37.558498078,"행당제1동"
127.033297351,37.558498078,"행당제1동"
127.033297351,37.558498078,"행당제1동"
127.028546339,37.557306812,"행당제2동"
127.0288553,37.55743033,"행당제2동"
127.040372512,37.559552027,"사근동"
127.041533372,37.562787695,"마장동"
127.015699128,37.545285013,"옥수동"
127.048122677,37.548518056,"성수1가제2동"
127.048004432,37.549745573,"성수1가제2동"
NA,NA,"성수1가제2동"
NA,NA,"성수1가제1동"
NA,NA,"성수1가제1동"
NA,NA,"성수1가제1동"
NA,NA,"성수1가제1동"
NA,NA,"성수1가제2동"
NA,NA,"성수1가제2동"
NA,NA,"성수1가제2동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"성수2가제3동"
NA,NA,"성수2가제3동"
127.021218972,37.548552634,"금호2.3가동"
127.030649462,37.562443815,"왕십리제2동"
127.029999306,37.557477412,"행당제2동"
127.035858385,37.563201464,"왕십리도선동"
127.036191837,37.565315012,"왕십리도선동"
127.037939885,37.570161036,"마장동"
127.038026447,37.57033608,"마장동"
127.06167688,37.548352885,"송정동"
127.061948084,37.54833761,"송정동"
127.061982705,37.547730694,"성수2가제3동"
127.061982705,37.547730694,"성수2가제3동"
127.022179056,37.553223174,"금호2.3가동"
127.022179056,37.553223174,"금호2.3가동"
127.026127422,37.548955973,"금호1가동"
127.026127422,37.548955973,"금호1가동"
127.019438511,37.554611572,"금호2.3가동"
127.019402536,37.5547614,"금호2.3가동"
127.021810486,37.548902375,"금호2.3가동"
127.020162529,37.548867537,"금호2.3가동"
127.019266838,37.553228801,"금호2.3가동"
127.019503132,37.553059699,"금호2.3가동"
127.019641008,37.553906799,"금호2.3가동"
127.019416467,37.554163023,"금호2.3가동"
127.019517387,37.554363584,"금호2.3가동"
127.02094055,37.547957837,"금호4가동"
127.02513497,37.547915379,"금호4가동"
127.031109994,37.549927969,"응봉동"
127.064450838,37.543676645,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.061832354,37.53982895,"성수2가제1동"
127.015895953,37.548107337,"금호4가동"
127.047424368,37.541043674,"성수1가제1동"
127.048656403,37.540716574,"성수1가제1동"
127.055404044,37.538947756,"성수2가제1동"
127.05556388,37.538460471,"성수2가제1동"
127.04914259,37.541038884,"성수1가제1동"
127.034363368,37.566058362,"왕십리도선동"
127.035430568,37.566028131,"왕십리도선동"
127.042760046,37.565705421,"마장동"
127.043584978,37.566849402,"마장동"
127.034962894,37.566385036,"마장동"
127.034627203,37.566728849,"마장동"
127.04429972,37.566484096,"마장동"
127.040273589,37.559105124,"사근동"
127.040593887,37.559214579,"사근동"
127.040498125,37.559072569,"사근동"
127.040431647,37.559243059,"사근동"
127.040431647,37.559243059,"사근동"
127.040476831,37.559785588,"사근동"
127.04076024,37.56495468,"마장동"
127.040315449,37.558376813,"사근동"
127.040315449,37.558376813,"사근동"
127.040315449,37.558376813,"사근동"
127.040168223,37.558310992,"사근동"
127.040168223,37.558310992,"사근동"
127.039917056,37.5583558,"사근동"
127.039974452,37.558650312,"사근동"
127.040577128,37.560124921,"사근동"
127.040092161,37.559887378,"사근동"
127.039978174,37.56069513,"사근동"
127.040082066,37.560885291,"사근동"
127.040649119,37.560687228,"사근동"
127.040649119,37.560687228,"사근동"
127.040401363,37.560871634,"사근동"
127.040738164,37.561168076,"사근동"
127.040692411,37.561360757,"사근동"
127.016338512,37.545496387,"옥수동"
127.020109062,37.553679524,"금호2.3가동"
127.020248001,37.553827599,"금호2.3가동"
127.020179633,37.553945936,"금호2.3가동"
127.0201608,37.554060642,"금호2.3가동"
127.030273995,37.565945409,"왕십리도선동"
127.032478182,37.563887651,"왕십리도선동"
127.033466847,37.563362767,"왕십리도선동"
127.033800576,37.563244535,"왕십리도선동"
127.034461536,37.562854554,"왕십리도선동"
127.034297906,37.562692798,"왕십리도선동"
127.034570007,37.562399405,"왕십리도선동"
127.034710384,37.562414967,"왕십리도선동"
127.033465234,37.565127327,"왕십리도선동"
127.03136683,37.561361956,"왕십리제2동"
127.031498838,37.561520077,"왕십리제2동"
127.032154887,37.562699664,"왕십리제2동"
127.047184128,37.560613975,"사근동"
127.043148398,37.560587168,"사근동"
127.047545812,37.561063685,"사근동"
127.047545812,37.561063685,"사근동"
127.048122905,37.560999094,"사근동"
127.048351971,37.561077165,"사근동"
127.048351971,37.561077165,"사근동"
127.048351971,37.561077165,"사근동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.040525177,37.571378374,"마장동"
127.041820814,37.570979785,"마장동"
127.041524048,37.56962757,"마장동"
127.049814466,37.550731291,"성수1가제2동"
127.050733212,37.550036346,"성수1가제2동"
127.047956467,37.545880512,"성수1가제2동"
127.049309003,37.548525809,"성수1가제2동"
127.048224702,37.548314739,"성수1가제2동"
127.043969627,37.547475771,"성수1가제2동"
127.053796978,37.537868837,"성수2가제1동"
127.053655304,37.538079642,"성수2가제1동"
127.053655304,37.538079642,"성수2가제1동"
127.053645173,37.538292893,"성수2가제1동"
127.055353256,37.537772097,"성수2가제1동"
127.049720859,37.539142682,"성수1가제1동"
127.049686815,37.538602727,"성수1가제1동"
127.055784796,37.537174608,"성수2가제1동"
127.057782835,37.53670013,"성수2가제1동"
127.057963535,37.53650357,"성수2가제1동"
127.058799627,37.536450599,"성수2가제1동"
127.059022636,37.536423896,"성수2가제1동"
127.059910579,37.536299582,"성수2가제1동"
127.047074444,37.538956265,"성수1가제1동"
127.047388933,37.538849721,"성수1가제1동"
127.047943324,37.53867414,"성수1가제1동"
127.049609692,37.538420219,"성수1가제1동"
127.049580101,37.538135096,"성수1가제1동"
127.050137157,37.538200642,"성수1가제1동"
127.051653191,37.537919643,"성수2가제1동"
127.052031357,37.538072374,"성수2가제1동"
127.054159927,37.537671415,"성수2가제1동"
127.054159927,37.537671415,"성수2가제1동"
127.054623433,37.537596891,"성수2가제1동"
127.057765994,37.546133273,"성수2가제3동"
127.054276478,37.537113742,"성수2가제1동"
127.054351056,37.538067478,"성수2가제1동"
127.054856247,37.539186574,"성수2가제1동"
127.054856247,37.539186574,"성수2가제1동"
127.054856247,37.539186574,"성수2가제1동"
127.055110242,37.54031401,"성수2가제1동"
127.055606594,37.5413527,"성수2가제1동"
127.055929241,37.541824474,"성수2가제1동"
127.056192067,37.542739649,"성수2가제3동"
127.048840948,37.541332608,"성수1가제1동"
127.049044704,37.542300555,"성수1가제1동"
127.049187804,37.543643409,"성수1가제1동"
127.04947943,37.544725265,"성수1가제2동"
127.050240731,37.547429015,"성수1가제2동"
127.050240731,37.547429015,"성수1가제2동"
127.050240731,37.547429015,"성수1가제2동"
127.051163357,37.549474049,"성수1가제2동"
127.066714872,37.549500681,"송정동"
127.046678484,37.547261542,"성수1가제2동"
127.050040912,37.54680616,"성수1가제2동"
127.053680994,37.545575012,"성수2가제3동"
127.054250424,37.544790566,"성수2가제3동"
127.054455248,37.544616038,"성수2가제3동"
127.054455248,37.544616038,"성수2가제3동"
127.061282702,37.541363074,"성수2가제3동"
127.052440928,37.543641647,"성수2가제3동"
127.053764671,37.543052061,"성수2가제3동"
127.057873136,37.541816656,"성수2가제3동"
127.058521123,37.541387396,"성수2가제1동"
127.044876753,37.54662255,"성수1가제2동"
127.044886366,37.546826397,"성수1가제2동"
127.037012859,37.558924272,"행당제1동"
127.036213335,37.560520323,"행당제1동"
127.033234562,37.562869972,"왕십리도선동"
127.030487722,37.563710544,"왕십리제2동"
127.030214856,37.563831839,"왕십리제2동"
127.045206906,37.542695632,"성수1가제1동"
127.045141123,37.544471416,"성수1가제1동"
127.045293302,37.545450667,"성수1가제1동"
127.044984188,37.545717417,"성수1가제1동"
127.052245907,37.563423914,"용답동"
127.052387807,37.563551202,"용답동"
127.053129348,37.561866308,"용답동"
127.054802335,37.563761675,"용답동"
127.053525723,37.564925937,"용답동"
127.019463454,37.548604909,"금호2.3가동"
127.021216038,37.548675345,"금호2.3가동"
127.02139449,37.548693212,"금호2.3가동"
127.017401692,37.54844904,"금호2.3가동"
127.018351171,37.548193617,"금호4가동"
127.020156496,37.548086221,"금호4가동"
127.020445651,37.54823071,"금호4가동"
127.020704876,37.548151088,"금호4가동"
NA,NA,"금호4가동"
127.053081884,37.566156366,"용답동"
127.053135711,37.566007423,"용답동"
127.054566499,37.564920147,"용답동"
127.016533536,37.541993142,"옥수동"
127.016052071,37.542378225,"옥수동"
127.016803994,37.541859137,"옥수동"
127.015347273,37.540898211,"옥수동"
NA,NA,"옥수동"
127.030968477,37.557782961,"행당제2동"
127.03350269,37.558936738,"행당제1동"
127.03350269,37.558936738,"행당제1동"
127.025368898,37.555423047,"금호1가동"
127.030250642,37.557469243,"행당제2동"
127.06085563,37.547360109,"성수2가제3동"
127.043316084,37.56665897,"마장동"
127.043316084,37.56665897,"마장동"
127.041333774,37.559967694,"사근동"
127.054918104,37.53954022,"성수2가제1동"
NA,NA,"성수2가제1동"
NA,NA,"왕십리제2동"
NA,NA,"왕십리제2동"
127.033624733,37.555732769,"행당제2동"
127.034407144,37.558246267,"행당제1동"
127.035583502,37.562404292,"왕십리도선동"
127.035771212,37.563699539,"왕십리도선동"
127.036074905,37.564811127,"왕십리도선동"
127.036074905,37.564811127,"왕십리도선동"
127.036100903,37.565822753,"왕십리도선동"
127.036100903,37.565822753,"왕십리도선동"
127.036100903,37.565822753,"왕십리도선동"
127.036100903,37.565822753,"왕십리도선동"
127.036291364,37.566346114,"마장동"
127.036915393,37.56852406,"마장동"
127.037160473,37.569196024,"마장동"
127.037878005,37.569779405,"마장동"
127.037939885,37.570161036,"마장동"
127.037381395,37.57054857,"마장동"
127.037381395,37.57054857,"마장동"
127.037599097,37.570821978,"마장동"
127.047570696,37.551429435,"성수1가제2동"
127.064063751,37.548437687,"송정동"
127.065325974,37.548390556,"송정동"
127.065664598,37.54841181,"송정동"
127.06367935,37.548539424,"송정동"
NA,NA,"송정동"
127.019438511,37.554611572,"금호2.3가동"
127.023791079,37.547932434,"금호4가동"
127.020996015,37.548898863,"금호2.3가동"
127.022223556,37.548950989,"금호2.3가동"
127.022756212,37.548804148,"금호2.3가동"
127.019270019,37.553428731,"금호2.3가동"
127.023736991,37.561070534,"왕십리제2동"
127.011758866,37.540251279,"옥수동"
127.011758866,37.540251279,"옥수동"
127.011891948,37.542677224,"옥수동"
127.011891948,37.542677224,"옥수동"
127.012371468,37.542424926,"옥수동"
127.015258847,37.543748602,"옥수동"
127.017599174,37.545009363,"옥수동"
127.019516687,37.546629457,"금호4가동"
127.019241106,37.546324489,"금호4가동"
127.019770293,37.54694905,"금호4가동"
127.020741057,37.547865803,"금호4가동"
127.02094055,37.547957837,"금호4가동"
127.022596351,37.54780097,"금호4가동"
127.023943824,37.548005092,"금호4가동"
127.023943824,37.548005092,"금호4가동"
127.024118402,37.547975256,"금호4가동"
127.025791557,37.546436052,"금호4가동"
127.029554078,37.54965871,"응봉동"
127.030541064,37.54964408,"응봉동"
127.0340629,37.55388063,"응봉동"
127.071001128,37.555017481,"송정동"
127.015800847,37.545705954,"금호4가동"
127.050733863,37.539748661,"성수1가제1동"
127.054668832,37.539491944,"성수2가제1동"
127.05556388,37.538460471,"성수2가제1동"
127.049436393,37.539332106,"성수1가제1동"
127.050047253,37.539262192,"성수1가제1동"
127.032225628,37.566417126,"왕십리도선동"
127.035330874,37.565862411,"왕십리도선동"
127.035576786,37.565801558,"왕십리도선동"
127.042195062,37.565947882,"마장동"
127.035441454,37.565653183,"왕십리도선동"
127.036766459,37.570086439,"마장동"
127.03718832,37.570770382,"마장동"
127.03839999,37.569788863,"마장동"
127.039996098,37.569544297,"마장동"
127.041050542,37.568995846,"마장동"
127.041050542,37.568995846,"마장동"
127.041050542,37.568995846,"마장동"
127.040973643,37.56934485,"마장동"
127.040973643,37.56934485,"마장동"
127.040973643,37.56934485,"마장동"
127.040973643,37.56934485,"마장동"
127.040834775,37.569535166,"마장동"
127.04169066,37.570290427,"마장동"
127.041895583,37.570560521,"마장동"
127.041895583,37.570560521,"마장동"
127.041895583,37.570560521,"마장동"
127.041895583,37.570560521,"마장동"
127.043451647,37.567945017,"마장동"
127.040476831,37.559785588,"사근동"
127.040476831,37.559785588,"사근동"
127.039111054,37.564912672,"마장동"
127.039582559,37.560276033,"사근동"
127.039425658,37.559757484,"사근동"
127.039235237,37.560947881,"사근동"
127.039393364,37.56134126,"사근동"
127.039630048,37.558469248,"사근동"
127.04010016,37.560077123,"사근동"
127.03991386,37.56003727,"사근동"
127.039621602,37.56069986,"사근동"
127.039540349,37.561337338,"사근동"
127.040816604,37.561370304,"사근동"
127.020043149,37.553791855,"금호2.3가동"
127.031858532,37.56722293,"왕십리도선동"
127.031889047,37.564046381,"왕십리도선동"
127.031741864,37.564124326,"왕십리도선동"
127.033712772,37.56330637,"왕십리도선동"
127.033511214,37.56314169,"왕십리도선동"
127.033511214,37.56314169,"왕십리도선동"
127.034348887,37.562924236,"왕십리도선동"
127.03463453,37.562703725,"왕십리도선동"
127.033026251,37.563579294,"왕십리도선동"
127.03196185,37.56510781,"왕십리도선동"
127.032846193,37.565052325,"왕십리도선동"
127.03409729,37.564862419,"왕십리도선동"
127.034623356,37.564294777,"왕십리도선동"
127.034623356,37.564294777,"왕십리도선동"
127.034623356,37.564294777,"왕십리도선동"
127.034623356,37.564294777,"왕십리도선동"
127.030898489,37.562938519,"왕십리제2동"
127.030361168,37.563161389,"왕십리제2동"
127.030244662,37.563382695,"왕십리제2동"
127.030866719,37.561904777,"왕십리제2동"
127.03136683,37.561361956,"왕십리제2동"
127.032203888,37.56068274,"행당제1동"
127.032990976,37.559890777,"행당제1동"
127.033503003,37.559641227,"행당제1동"
127.032840472,37.561769461,"왕십리제2동"
127.029209179,37.560561128,"왕십리제2동"
